run_id,tick,simulated_timestamp,team,agent,role,call_type,confidence,prediction_id,rationale
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.25,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.25,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,14,2012-03-11 22:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,a0bbf4b6-2f9a-4e57-831d-ac8ca3506322,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.3187,1d7c736b-7ddf-4f45-b995-59deff3a16ca,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,1d7c736b-7ddf-4f45-b995-59deff3a16ca,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,1d7c736b-7ddf-4f45-b995-59deff3a16ca,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,1d7c736b-7ddf-4f45-b995-59deff3a16ca,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,1d7c736b-7ddf-4f45-b995-59deff3a16ca,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.3187,1d7c736b-7ddf-4f45-b995-59deff3a16ca,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,15,2012-03-11 23:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,1d7c736b-7ddf-4f45-b995-59deff3a16ca,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.1122,633e6be9-f4da-4287-823d-e5a024cb2fdc,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,633e6be9-f4da-4287-823d-e5a024cb2fdc,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,633e6be9-f4da-4287-823d-e5a024cb2fdc,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,633e6be9-f4da-4287-823d-e5a024cb2fdc,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,633e6be9-f4da-4287-823d-e5a024cb2fdc,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.1122,633e6be9-f4da-4287-823d-e5a024cb2fdc,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,16,2012-03-12 00:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,633e6be9-f4da-4287-823d-e5a024cb2fdc,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.0446,2654f9dc-ae35-4ba7-92a0-0acb8511f299,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,2654f9dc-ae35-4ba7-92a0-0acb8511f299,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,2654f9dc-ae35-4ba7-92a0-0acb8511f299,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,2654f9dc-ae35-4ba7-92a0-0acb8511f299,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,2654f9dc-ae35-4ba7-92a0-0acb8511f299,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.0446,2654f9dc-ae35-4ba7-92a0-0acb8511f299,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,17,2012-03-12 01:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,2654f9dc-ae35-4ba7-92a0-0acb8511f299,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.0259,03171d28-6e95-44c9-9a5f-900bdf33d57a,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,03171d28-6e95-44c9-9a5f-900bdf33d57a,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,03171d28-6e95-44c9-9a5f-900bdf33d57a,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,03171d28-6e95-44c9-9a5f-900bdf33d57a,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,03171d28-6e95-44c9-9a5f-900bdf33d57a,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.0259,03171d28-6e95-44c9-9a5f-900bdf33d57a,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,18,2012-03-12 02:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,03171d28-6e95-44c9-9a5f-900bdf33d57a,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.0276,131bde6d-d4a3-45c6-a145-9ad30016ac91,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,131bde6d-d4a3-45c6-a145-9ad30016ac91,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,131bde6d-d4a3-45c6-a145-9ad30016ac91,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,131bde6d-d4a3-45c6-a145-9ad30016ac91,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,131bde6d-d4a3-45c6-a145-9ad30016ac91,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.0276,131bde6d-d4a3-45c6-a145-9ad30016ac91,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,19,2012-03-12 03:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,131bde6d-d4a3-45c6-a145-9ad30016ac91,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.1968,d9e373c7-cf8d-45ee-906e-236693985039,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,d9e373c7-cf8d-45ee-906e-236693985039,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,d9e373c7-cf8d-45ee-906e-236693985039,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,d9e373c7-cf8d-45ee-906e-236693985039,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,d9e373c7-cf8d-45ee-906e-236693985039,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.1968,d9e373c7-cf8d-45ee-906e-236693985039,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,20,2012-03-12 04:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,d9e373c7-cf8d-45ee-906e-236693985039,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.4427,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.4427,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,21,2012-03-12 05:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,089c33dd-d8ee-4c8d-8173-8e46d3f1dbba,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.4153,552bb4dc-9af1-4768-b418-48ef908dbc3b,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,552bb4dc-9af1-4768-b418-48ef908dbc3b,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,552bb4dc-9af1-4768-b418-48ef908dbc3b,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,552bb4dc-9af1-4768-b418-48ef908dbc3b,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,552bb4dc-9af1-4768-b418-48ef908dbc3b,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.4153,552bb4dc-9af1-4768-b418-48ef908dbc3b,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,22,2012-03-12 06:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,552bb4dc-9af1-4768-b418-48ef908dbc3b,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.4379,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.4379,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,23,2012-03-12 07:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,2f5bf9cf-18b1-4c3d-9f35-ba0e79364f7b,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.4518,a2303bc2-1991-4e81-a80a-535bb6215930,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,a2303bc2-1991-4e81-a80a-535bb6215930,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,a2303bc2-1991-4e81-a80a-535bb6215930,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,a2303bc2-1991-4e81-a80a-535bb6215930,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,a2303bc2-1991-4e81-a80a-535bb6215930,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.4518,a2303bc2-1991-4e81-a80a-535bb6215930,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,24,2012-03-12 08:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,a2303bc2-1991-4e81-a80a-535bb6215930,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.3913,10f8e742-25e2-4488-b310-013cceaef992,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,10f8e742-25e2-4488-b310-013cceaef992,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,10f8e742-25e2-4488-b310-013cceaef992,confidence does not justify a demand surcharge
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,10f8e742-25e2-4488-b310-013cceaef992,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,10f8e742-25e2-4488-b310-013cceaef992,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.3913,10f8e742-25e2-4488-b310-013cceaef992,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,25,2012-03-12 09:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,10f8e742-25e2-4488-b310-013cceaef992,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Market Intelligence Team,Demand Forecaster,Pre-registered demand claims,pre_register_high_demand_claim,0.092,d15830d1-fd7d-459e-aadb-f6105dd0a777,computed HIGH threshold and confidence from rows strictly earlier than target
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Operations Team,Operations Manager,"Bike, staff, and maintenance decisions",capacity_plan,,d15830d1-fd7d-459e-aadb-f6105dd0a777,"prepared capacity from comparable prior median, p60, and forecast confidence"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Finance Team,Pricing Manager,Price multiplier decisions,pricing_plan,,d15830d1-fd7d-459e-aadb-f6105dd0a777,"capacity is below the high-demand threshold, so price is nudged upward"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Finance Team,Finance Controller,Expected economics,financial_estimate,,d15830d1-fd7d-459e-aadb-f6105dd0a777,"estimated rides, revenue, cost, and profit before actual demand was revealed"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Risk & Governance Team,Risk Officer,Verification controls,risk_check,,d15830d1-fd7d-459e-aadb-f6105dd0a777,"checked preregistration, source independence, and trust gating before resolution"
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Calibration Office,Calibration Auditor,Independent resolution and trust updates,resolve_held_out_outcome,0.092,d15830d1-fd7d-459e-aadb-f6105dd0a777,resolved only against the held-out UCI row after preregistration
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,26,2012-03-12 10:00:00,Learning Office,Learning Agent,Post-resolution learning,learning_update,,d15830d1-fd7d-459e-aadb-f6105dd0a777,converted resolved outcome and business impact into the next operating adjustment
urban-mobility-c1ba5e03-9f36-4e9e-84f9-999dec78ab9c,27,2012-03-12 11:00:00,Market Intelligence Team,Venture CEO,Institution lead,select_target_hour,,,selected the next held-out historical operating hour
